HDBank, Sovico tặng 3 nhà cộng đồng tránh lũ trị giá 6,1 tỉ đồng cho Hà Tĩnh|https://thanhnien.vn/hdbank-sovico-tang-3-nha-cong-dong-tranh-lu-tri-gia-6-1-ti-dong-cho-ha-tinh-post1467934.html|https://image.thanhnien.vn/150x100/Uploaded/2022/puqgfdmzs-co/2022_06_12/hdbank-sovico-1-6808.jpg|"Ngày 11.6.2022, HDBank và Tập đoàn Sovico đã tổ chức lễ khánh thành và bàn giao 3 căn nhà cộng đồng tránh lũ ""2 trong 1"" trị giá 6,1 tỉ đồng cho người dân xã Cẩm Thành, huyện Cẩm Xuyên, tỉnh Hà Tĩnh."|đời sống|thanhnien.vn|16:58 12/06/2022
Tin tức đặc biệt trên báo in ngày 12.6.2022|https://thanhnien.vn/tin-tuc-dac-biet-tren-bao-in-ngay-12-6-2022-post1467804.html|https://image.thanhnien.vn/150x100/Uploaded/2022/wpxlcqjwq/2022_06_12/u23-viet-nam-9774.jpg|Tin tức Bệnh viện thiếu thuốc, vật tư vì... sợ mua sắm; Tộc người chỉ có tên, quên họ; U.23 VN sẵn sàng tạo địa chấn... là các thông tin hấp dẫn bạn đọc có thể đón xem trên Báo Thanh Niên số ra ngày 12.6.2022.|đời sống|thanhnien.vn|07:26 12/06/2022
Hương vị quê hương: Cá trèn bầu nhiều chuyện trớt môi|https://thanhnien.vn/huong-vi-que-huong-ca-tren-bau-nhieu-chuyen-trot-moi-post1467079.html|https://image.thanhnien.vn/150x100/Uploaded/2022/wsxrxqeiod/2022_06_09/ca-tren-bau-9404.jpg|Cá trèn là giống cá da trơn bắt nguồn từ châu Á, xuất hiện ở nhiều nơi như Ấn Độ, Bangladesh, Pakistan, Campuchia, Việt Nam… Loài cá này có 3 loại: cá trèn bầu, cá trèn răng, cá trèn kết. Trong đó, cá trèn bầu được tìm thấy rất nhiều ở Biển Hồ (Campuchia) và đồng bằng sông Cửu Long.|đời sống|thanhnien.vn|20:01 11/06/2022
Rơi nước mắt những câu chuyện cha mẹ mất con và hành trình tự chữa lành|https://thanhnien.vn/roi-nuoc-mat-nhung-cau-chuyen-cha-me-mat-con-va-hanh-trinh-tu-chua-lanh-post1467576.html|https://image.thanhnien.vn/150x100/Uploaded/2022/hoktig/2022_06_11/dsc02580-3967.jpg|Cuốn sách “Sống tiếp qua năm đầu tiên mất con: Những câu chuyện của các cha mẹ đang nhớ thương con” vừa được dịch giả Vũ Lan Hương ra mắt chiều nay (11.6), sau khi người mẹ này đã trải qua những ngày đau đớn tột cùng vì mất đứa con trai bé bỏng.|đời sống|thanhnien.vn|18:58 11/06/2022
Kết quả xổ số hôm nay - KQXS - Xổ số trực tiếp thứ Bảy ngày 11.6.2022|https://thanhnien.vn/ket-qua-xo-so-hom-nay-kqxs-xo-so-truc-tiep-thu-bay-ngay-11-6-2022-post1467624.html|https://image.thanhnien.vn/150x100/Uploaded/2022/cqjwqqjwp/2021_12_09/kqxs-7618.jpg|Xem xổ số hôm nay, (KQXS) xổ số miền Bắc (XSMB), xổ số miền Nam (XSMN), xổ số miền Trung (XSMT), xổ số điện toán trực tiếp nhanh hôm nay thứ Bảy ngày 11.6.2022. KQXS TP.HCM, KQXS Long An, KQXS Bình Phước, KQXS Hậu Giang...|đời sống|thanhnien.vn|16:05 11/06/2022
Quán xôi lá sen chỉ bán 3 tiếng, ông chủ dậy sớm 'vất vả nhưng có tiền'|https://thanhnien.vn/quan-xoi-la-sen-chi-ban-3-tieng-ong-chu-day-som-vat-va-nhung-co-tien-post1462557.html|https://image.thanhnien.vn/150x100/Uploaded/2022/qfsiy/2022_05_26/img-7553-copy-5262.jpg|Thay vì đựng trong hộp nhựa, quán xôi trên đường Ngô Thị Minh Thu (Q.Tân Bình) gói trong lá sen. Khách đông, quán hết sạch vỏn vẹn chỉ sau 3 tiếng mở bán buổi sáng.|đời sống|thanhnien.vn|13:32 11/06/2022
Độc đáo chợ nổi lúc mờ sương trên phá Tam Giang, mặt trời lên là... tan|https://thanhnien.vn/doc-dao-cho-noi-luc-mo-suong-tren-pha-tam-giang-mat-troi-len-la-tan-post1448626.html|https://image.thanhnien.vn/150x100/Uploaded/2022/tngtrn/2022_04_15/img-9594-5494.jpg|Khu chợ nổi Ngư Mỹ Thạnh trên phá Tam Giang (xã Quảng Lợi, H.Quảng Điền, Thừa Thiên - Huế) được biết đến với các loại thủy sản vùng nước lợ trù phú. Khi trời sáng, ngư dân đã bán sạch thúng, thu xếp ngư lưới cụ trở về nhà...|đời sống|thanhnien.vn|12:36 11/06/2022
Người dân cồn Sơn kết thuyền bằng chai nhựa để ‘làm đẹp’ môi trường|https://thanhnien.vn/nguoi-dan-con-son-ket-thuyen-bang-chai-nhua-de-lam-dep-moi-truong-post1465284.html|https://image.thanhnien.vn/150x100/Uploaded/2022/ayhunaa/2022_06_03/anh-1-7205.jpg|Với việc ‘hạ thủy’ chiếc thuyền đầu tiên được kết từ hàng trăm vỏ chai nhựa, người dân lan tỏa ý thức bảo vệ môi trường, kêu gọi mọi người chung tay gìn giữ cảnh quan cồn Sơn luôn đẹp đẽ trong mắt khách du lịch.|đời sống|thanhnien.vn|10:18 11/06/2022
Lan tỏa trên mạng xã hội: Chàng trai nuôi tóc dài tặng bệnh nhân ung thư|https://thanhnien.vn/lan-toa-tren-mang-xa-hoi-chang-trai-nuoi-toc-dai-tang-benh-nhan-ung-thu-post1467533.html|https://image.thanhnien.vn/150x100/Uploaded/2022/cqjwqqjwp/2022_06_11/toc-dai-605.jpg|Chứng kiến những người không may mắc bệnh ung thư, Đinh Trọng Đại quyết nuôi tóc dài dành tặng họ. Anh mong việc làm ý nghĩa này được lan tỏa để mọi người cùng chung tay.|đời sống|thanhnien.vn|09:32 11/06/2022
Tin tức đặc biệt trên báo in ngày 11.6.2022|https://thanhnien.vn/tin-tuc-dac-biet-tren-bao-in-ngay-11-6-2022-post1467534.html|https://image.thanhnien.vn/150x100/Uploaded/2022/pwivoviu/2022_06_11/3a5-8997.jpg|Tin tức về Khốn khổ vì “bão” giá vật liệu xây dựng; Lương Ngọc Quyến và giấc mộng lớn không thành; Trung Quốc tăng cường rô bốt hóa tác chiến ở Biển Đông... là các thông tin hấp dẫn bạn đọc có thể đón xem trên Báo Thanh Niên số ra ngày 11.6.2022.|đời sống|thanhnien.vn|07:04 11/06/2022
